                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    304,                0.67574,                0.42299,                0.94662,                0.80388,                0.37464,                 0.9568,                0.95395,                0.96046,                0.98964,                0.86686,                0.52511,                0.33328,                0.85213,                0.55903,                0.23468,                0.85031,              0.0010034,              0.0010034,              0.0010034
                    305,                0.69088,                0.42847,                0.95002,                0.80754,                0.38359,                0.96105,                0.96743,                0.94663,                0.98983,                0.86983,                0.52477,                0.33286,                0.85033,                0.55373,                0.22531,                0.84607,              0.0010001,              0.0010001,              0.0010001
                    306,                0.68889,                0.42994,                0.95452,                0.80446,                0.37472,                0.96094,                 0.9549,                0.96325,                0.98975,                0.86633,                0.53315,                0.33392,                0.85306,                0.56613,                0.23029,                0.85024,              0.0009968,              0.0009968,              0.0009968
                    307,                0.70573,                0.43854,                0.96385,                0.81453,                 0.3848,                0.97342,                0.95409,                0.96361,                0.98989,                0.86145,                0.54408,                0.33942,                0.85799,                0.58262,                0.23874,                 0.8558,              0.0009935,              0.0009935,              0.0009935
                    308,                0.72147,                0.45879,                0.96177,                0.84942,                0.42043,                0.96967,                0.95525,                0.97119,                0.99035,                0.86717,                0.53172,                0.34052,                0.85511,                0.56197,                0.22979,                0.85425,              0.0009902,              0.0009902,              0.0009902
                    309,                0.71377,                0.44627,                0.94353,                0.83208,                0.39772,                0.94852,                0.97023,                0.95538,                0.99019,                0.86912,                0.52237,                0.33822,                0.85177,                0.55165,                0.22494,                0.85015,              0.0009869,              0.0009869,              0.0009869
                    310,                0.69595,                0.43882,                0.94685,                0.82985,                0.38813,                0.96108,                0.96302,                0.95701,                0.99024,                 0.8672,                0.52991,                0.34124,                0.85131,                0.55897,                0.23389,                 0.8511,              0.0009836,              0.0009836,              0.0009836
                    311,                0.67436,                0.43514,                0.96174,                0.77561,                0.37935,                0.96977,                0.95898,                0.94751,                0.98841,                0.86478,                0.51408,                0.32758,                0.84855,                0.55273,                0.24022,                0.84694,              0.0009803,              0.0009803,              0.0009803
                    312,                0.67468,                0.43535,                0.96601,                0.78749,                0.39233,                0.97426,                0.95777,                0.96325,                0.98863,                0.86886,                 0.5143,                0.32937,                0.84936,                0.54572,                0.23363,                0.84791,               0.000977,               0.000977,               0.000977
                    313,                0.71931,                0.44246,                0.95704,                 0.8251,                0.39081,                  0.965,                0.95681,                  0.969,                0.99034,                0.85942,                0.53869,                0.34969,                0.85792,                0.58209,                0.23433,                 0.8602,              0.0009737,              0.0009737,              0.0009737
                    314,                0.68382,                0.43737,                0.94836,                0.78659,                0.38957,                0.95528,                0.96316,                0.96325,                0.98993,                0.86073,                0.53918,                0.33972,                0.85639,                0.57975,                0.23112,                0.85613,              0.0009704,              0.0009704,              0.0009704
                    315,                0.64756,                0.41444,                0.93485,                 0.7625,                0.36672,                 0.9411,                0.95898,                0.96063,                0.98902,                0.86864,                0.52424,                0.33353,                0.84931,                 0.5496,                 0.2272,                0.84797,              0.0009671,              0.0009671,              0.0009671
                    316,                 0.6516,                0.41129,                0.94219,                0.76508,                0.37553,                0.94844,                 0.9549,                0.95538,                0.98925,                0.86789,                 0.5206,                0.32636,                0.84903,                0.55196,                0.23238,                0.84653,              0.0009638,              0.0009638,              0.0009638
                    317,                0.66054,                0.41666,                0.93636,                0.77345,                0.37552,                0.94701,                0.95268,                 0.9687,                0.99002,                0.86799,                0.52675,                0.32791,                0.84977,                0.55326,                0.22651,                0.85121,              0.0009605,              0.0009605,              0.0009605
                    318,                0.68871,                0.42678,                0.95563,                0.77954,                0.35842,                0.95804,                0.96414,                0.95188,                0.98971,                0.86701,                0.51557,                0.32738,                0.84837,                0.54948,                0.22827,                0.85001,              0.0009572,              0.0009572,              0.0009572
                    319,                0.68214,                 0.4282,                0.94401,                0.80528,                0.38677,                0.95329,                0.97425,                0.95888,                0.99143,                0.86661,                0.52102,                0.33151,                0.85051,                0.56387,                 0.2253,                0.85409,              0.0009539,              0.0009539,              0.0009539
                    320,                0.68895,                0.42383,                0.94591,                 0.8107,                0.38051,                0.95405,                0.96522,                0.95276,                0.99046,                0.86675,                0.53174,                0.33813,                0.85282,                0.56491,                0.22761,                0.85761,              0.0009506,              0.0009506,              0.0009506
                    321,                0.69966,                0.43058,                0.93501,                0.83481,                0.36685,                0.93522,                 0.9704,                0.94642,                0.99025,                0.86487,                0.52818,                0.33475,                0.85204,                0.55323,                0.22488,                0.85262,              0.0009473,              0.0009473,              0.0009473
                    322,                 0.6534,                0.41185,                0.93675,                0.76634,                0.36421,                0.94444,                0.96561,                0.95806,                 0.9908,                0.86475,                0.51826,                0.32857,                0.84853,                0.56051,                0.22384,                0.85319,               0.000944,               0.000944,               0.000944
                    323,                0.67968,                0.43272,                0.96167,                0.80226,                 0.3956,                0.97574,                0.96032,                0.95271,                0.98983,                0.87166,                0.50727,                0.32474,                0.84369,                 0.5446,                0.22697,                0.85068,              0.0009407,              0.0009407,              0.0009407
                    324,                0.69929,                0.43221,                 0.9589,                0.81745,                0.38561,                0.96146,                0.95629,                0.95888,                0.98953,                0.86359,                0.53476,                0.33407,                 0.8477,                0.56134,                0.23457,                0.84315,              0.0009374,              0.0009374,              0.0009374
                    325,                0.69798,                0.43418,                 0.9497,                0.81413,                 0.3854,                0.95849,                0.96632,                0.94751,                0.98966,                0.87056,                0.52423,                0.33373,                0.84767,                0.55059,                0.23613,                0.84353,              0.0009341,              0.0009341,              0.0009341
                    326,                0.68465,                0.43055,                0.94884,                0.80302,                0.37736,                0.95697,                0.96908,                 0.9615,                0.99104,                0.86675,                0.54277,                0.34392,                0.85105,                0.56628,                0.23173,                0.84835,              0.0009308,              0.0009308,              0.0009308
                    327,                0.66679,                0.42573,                0.94095,                0.76868,                0.35663,                0.95105,                0.97522,                0.94838,                0.99122,                0.86733,                0.51481,                0.32624,                0.84669,                0.56808,                0.22218,                0.84771,              0.0009275,              0.0009275,              0.0009275
                    328,                0.67256,                0.42879,                0.94725,                0.79877,                0.38485,                0.95953,                0.96909,                0.95996,                 0.9915,                0.88053,                0.50257,                0.32645,                0.84447,                0.53137,                0.20783,                0.84115,              0.0009242,              0.0009242,              0.0009242
                    329,                0.65658,                0.41592,                0.93492,                0.77018,                 0.3609,                0.94016,                0.97352,                0.95713,                0.99157,                0.87549,                0.51083,                 0.3277,                0.84639,                0.53817,                0.22025,                0.84227,              0.0009209,              0.0009209,              0.0009209
                    330,                 0.6823,                0.43473,                0.95579,                0.79661,                0.39118,                0.96562,                0.97318,                0.96763,                0.99156,                0.87567,                0.50479,                0.32447,                 0.8459,                 0.5392,                0.21588,                0.84371,              0.0009176,              0.0009176,              0.0009176
                    331,                0.65329,                0.42189,                0.94732,                0.76002,                0.37659,                0.96092,                0.96039,                0.95538,                 0.9898,                0.87295,                0.51911,                0.32688,                0.85207,                0.54061,                0.22581,                0.85223,              0.0009143,              0.0009143,              0.0009143
                    332,                0.68499,                0.42568,                0.94563,                0.77698,                0.36922,                0.95191,                0.97006,                0.96376,                0.99065,                0.87667,                0.51005,                   0.32,                0.84879,                0.53061,                0.21746,                0.84545,               0.000911,               0.000911,               0.000911
                    333,                0.67786,                0.42698,                0.94656,                0.80378,                0.39729,                0.95557,                 0.9605,                0.96238,                0.99057,                0.87182,                0.51615,                0.32432,                0.84805,                0.54794,                 0.2182,                0.84378,              0.0009077,              0.0009077,              0.0009077
                    334,                0.67945,                 0.4239,                0.94469,                0.78843,                0.38061,                0.95319,                0.97246,                0.95751,                0.99164,                0.87258,                0.51313,                 0.3225,                0.84753,                0.55471,                0.21315,                0.84547,              0.0009044,              0.0009044,              0.0009044
                    335,                0.64324,                0.41414,                0.94833,                 0.7558,                0.37717,                0.96156,                0.95832,                0.96545,                0.99132,                0.87735,                0.50487,                0.32005,                0.84447,                0.53444,                0.21458,                 0.8431,              0.0009011,              0.0009011,              0.0009011
                    336,                0.68173,                0.41725,                0.95251,                 0.7851,                0.36055,                0.95884,                0.95784,                0.97399,                0.99169,                0.87139,                0.52952,                0.32623,                0.84874,                0.55851,                0.21411,                0.84612,              0.0008978,              0.0008978,              0.0008978
                    337,                0.65328,                0.41522,                0.94084,                0.76147,                0.35577,                0.94219,                0.96928,                0.95626,                0.99032,                0.87598,                0.51285,                 0.3191,                0.84869,                0.53066,                0.21651,                0.84452,              0.0008945,              0.0008945,              0.0008945
                    338,                0.69057,                0.42382,                0.94358,                0.81323,                0.38581,                0.95637,                0.96943,                0.96588,                0.99173,                0.86704,                0.52579,                0.32176,                 0.8473,                0.55848,                0.21309,                0.84571,              0.0008912,              0.0008912,              0.0008912
                    339,                0.67836,                0.41282,                0.92421,                0.80169,                0.38411,                0.92863,                0.95985,                  0.965,                0.99084,                0.87274,                0.50829,                0.31975,                0.84596,                0.53734,                0.21423,                0.84265,              0.0008879,              0.0008879,              0.0008879
                    340,                0.66522,                0.40747,                0.93717,                0.78371,                0.35628,                0.94057,                0.97188,                0.96588,                0.99211,                0.87563,                0.50766,                0.31987,                0.84434,                0.54208,                0.20766,                0.84174,              0.0008846,              0.0008846,              0.0008846
                    341,                 0.6454,                0.41304,                 0.9556,                0.76671,                0.36863,                0.97141,                0.97071,                0.95451,                 0.9911,                0.88029,                0.49579,                0.31538,                0.84067,                0.52704,                0.21677,                0.83838,              0.0008813,              0.0008813,              0.0008813
                    342,                0.63085,                0.40048,                0.94202,                 0.7433,                0.34305,                0.94717,                0.97278,                0.95013,                0.98996,                0.87435,                0.50164,                0.31421,                0.84173,                0.52986,                0.22249,                0.83868,               0.000878,               0.000878,               0.000878
                    343,                0.65718,                0.41098,                0.95226,                0.76065,                0.36383,                0.95996,                0.96931,                0.96713,                0.99004,                0.88076,                0.50243,                0.31572,                0.84108,                0.51785,                0.21192,                0.83673,              0.0008747,              0.0008747,              0.0008747
                    344,                0.65336,                  0.419,                0.94042,                0.76647,                0.37534,                0.94754,                0.95568,                0.96205,                 0.9893,                0.87098,                0.51428,                0.32936,                0.84423,                0.54166,                0.23531,                0.83918,              0.0008714,              0.0008714,              0.0008714
                    345,                0.66748,                0.42071,                0.94792,                0.76541,                0.36485,                0.95647,                0.95129,                0.96763,                 0.9885,                0.87687,                0.50408,                0.32237,                0.84303,                0.52138,                0.22561,                0.83903,              0.0008681,              0.0008681,              0.0008681
                    346,                0.66259,                 0.4175,                0.93638,                0.76524,                0.37824,                0.94619,                0.95952,                 0.9685,                0.99067,                0.87321,                0.51285,                0.32121,                0.84494,                0.54554,                0.21805,                 0.8426,              0.0008648,              0.0008648,              0.0008648
                    347,                0.67806,                0.41093,                0.94211,                 0.7747,                  0.354,                0.94719,                0.96635,                 0.9615,                0.98972,                0.87481,                0.51976,                0.32771,                0.84682,                0.55063,                0.21968,                0.84213,              0.0008615,              0.0008615,              0.0008615
                    348,                0.67779,                0.41673,                0.91893,                0.80255,                0.38257,                0.93036,                0.95477,                0.96063,                0.98927,                0.86759,                0.51664,                 0.3284,                0.84512,                0.54879,                0.23026,                0.84098,              0.0008582,              0.0008582,              0.0008582
                    349,                0.67695,                0.41385,                0.94352,                0.78179,                0.36246,                0.95194,                0.96887,                0.95976,                0.99075,                0.87105,                0.50724,                0.32158,                0.84607,                0.53812,                0.22264,                0.84251,              0.0008549,              0.0008549,              0.0008549
                    350,                0.63189,                 0.4054,                0.93143,                0.74903,                 0.3604,                0.94188,                0.96658,                 0.9685,                0.99165,                0.88064,                0.49011,                0.31133,                 0.8387,                0.52256,                0.20927,                0.83585,              0.0008516,              0.0008516,              0.0008516
                    351,                0.68562,                0.42392,                0.93909,                0.80236,                0.37178,                 0.9432,                0.96504,                0.96599,                0.99097,                0.87261,                0.50749,                0.31595,                0.84097,                0.53088,                 0.2177,                0.83735,              0.0008483,              0.0008483,              0.0008483
                    352,                0.66259,                0.41096,                0.95302,                0.77226,                0.36671,                0.96331,                0.95427,                0.96763,                0.99014,                0.87293,                0.50631,                0.31949,                0.84216,                0.53615,                 0.2247,                0.83868,               0.000845,               0.000845,               0.000845
                    353,                0.65986,                0.40787,                  0.939,                0.76269,                0.35819,                0.93956,                0.97503,                0.95636,                0.99128,                0.88062,                0.49343,                0.31482,                0.83937,                0.53061,                0.21836,                0.83591,              0.0008417,              0.0008417,              0.0008417
                    354,                0.64369,                0.41538,                0.92208,                0.74956,                0.36321,                0.93445,                0.97319,                0.95283,                0.99103,                0.88264,                0.48995,                0.31369,                 0.8399,                0.52805,                0.21372,                0.83641,              0.0008384,              0.0008384,              0.0008384
                    355,                0.68502,                0.43113,                0.94347,                0.81432,                0.37287,                0.95327,                0.97095,                0.95188,                0.99068,                 0.8715,                0.50299,                0.32362,                0.84175,                0.54155,                0.21382,                0.83953,              0.0008351,              0.0008351,              0.0008351
                    356,                 0.6589,                0.40836,                0.94741,                0.76498,                0.35191,                0.95104,                0.98115,                0.95652,                0.99224,                0.88065,                0.48836,                0.31289,                0.84112,                0.52783,                 0.2049,                0.83881,              0.0008318,              0.0008318,              0.0008318
                    357,                0.64603,                0.41231,                 0.9392,                0.76184,                0.36754,                0.94627,                0.96821,                0.97288,                0.99176,                0.87891,                0.49088,                0.31354,                 0.8424,                0.51858,                0.20498,                0.83957,              0.0008285,              0.0008285,              0.0008285
                    358,                0.63794,                 0.4118,                0.94039,                0.76613,                0.36621,                0.95275,                0.96362,                0.97318,                0.99123,                 0.8799,                0.49357,                0.31349,                0.84069,                 0.5286,                0.20926,                0.83841,              0.0008252,              0.0008252,              0.0008252
                    359,                 0.6642,                0.41573,                0.93875,                0.78432,                0.35941,                0.94283,                0.95943,                0.97235,                0.99143,                0.88162,                0.49236,                0.31188,                0.83773,                0.51938,                0.20697,                0.83378,              0.0008219,              0.0008219,              0.0008219
                    360,                0.65359,                0.41894,                0.92782,                0.75863,                0.36579,                0.93618,                0.96271,                0.95626,                 0.9908,                0.88025,                0.49479,                0.31764,                 0.8363,                0.52044,                0.21076,                0.83274,              0.0008186,              0.0008186,              0.0008186
                    361,                0.63834,                0.40661,                0.92497,                0.74146,                0.35308,                0.93657,                0.96239,                0.96271,                 0.9914,                0.87638,                0.49117,                0.31614,                0.83697,                0.52617,                0.21077,                0.83266,              0.0008153,              0.0008153,              0.0008153
                    362,                0.65977,                0.41717,                0.93853,                 0.7536,                0.37215,                0.94601,                0.97085,                0.96938,                0.99202,                0.87969,                0.49019,                0.31081,                0.83868,                0.51987,                0.19926,                0.83501,               0.000812,               0.000812,               0.000812
                    363,                 0.6563,                0.40738,                 0.9287,                0.75455,                0.34823,                0.93551,                 0.9656,                0.96588,                0.99157,                0.87785,                0.49751,                0.31262,                0.84086,                0.52139,                0.20991,                0.83747,              0.0008087,              0.0008087,              0.0008087
                    364,                0.65971,                0.41905,                0.93229,                0.77647,                0.37368,                 0.9427,                0.96301,                0.95976,                0.99059,                0.87552,                0.49643,                0.31745,                0.83888,                0.53483,                 0.2172,                0.83761,              0.0008054,              0.0008054,              0.0008054
                    365,                0.62708,                0.39419,                0.91099,                0.73223,                0.34623,                0.92065,                0.97568,                0.96325,                0.99174,                0.88528,                0.48586,                0.30826,                0.83701,                0.51167,                0.20142,                0.83414,              0.0008021,              0.0008021,              0.0008021
                    366,                 0.6251,                0.40664,                0.93243,                0.72304,                0.36361,                 0.9459,                0.96617,                0.97446,                0.99248,                0.88432,                0.50577,                0.31722,                0.84004,                0.51858,                 0.1979,                0.83683,              0.0007988,              0.0007988,              0.0007988
                    367,                0.64129,                0.39935,                0.92401,                0.75882,                0.35431,                0.93946,                 0.9559,                0.96723,                0.99069,                0.87463,                0.50922,                0.31761,                0.84281,                0.53364,                0.21811,                0.83899,              0.0007955,              0.0007955,              0.0007955
                    368,                0.66296,                0.40423,                0.91953,                0.78133,                 0.3428,                0.92763,                0.95594,                0.96801,                 0.9907,                0.87984,                0.49504,                0.32095,                0.83834,                0.52324,                0.21373,                0.83561,              0.0007922,              0.0007922,              0.0007922
                    369,                 0.6474,                0.40406,                0.91558,                0.76393,                0.35002,                0.92928,                0.95578,                0.96439,                0.99099,                0.87858,                0.49473,                0.31557,                0.83913,                0.52858,                0.22495,                0.83744,              0.0007889,              0.0007889,              0.0007889
                    370,                0.64143,                0.39953,                 0.9192,                0.76138,                0.37019,                0.93617,                0.97162,                0.95857,                0.99186,                0.88563,                0.48515,                0.30815,                0.83573,                0.51252,                0.20839,                0.83356,              0.0007856,              0.0007856,              0.0007856
                    371,                0.64614,                0.39636,                0.93198,                0.74492,                0.35259,                 0.9353,                0.97596,                 0.9615,                0.99212,                0.88396,                0.48377,                0.30815,                0.83623,                0.52073,                0.20512,                0.83607,              0.0007823,              0.0007823,              0.0007823
                    372,                0.64303,                0.40535,                0.93294,                 0.7569,                0.35913,                0.94294,                0.97665,                0.96325,                0.99223,                0.88309,                0.48899,                0.31044,                0.83967,                0.51776,                0.20719,                 0.8401,               0.000779,               0.000779,               0.000779
                    373,                0.64412,                0.41261,                0.94756,                0.75961,                0.36816,                0.95789,                0.97525,                0.96539,                0.99224,                0.88355,                0.48283,                0.31161,                0.83825,                0.51633,                0.20857,                0.83621,              0.0007757,              0.0007757,              0.0007757
                    374,                0.65578,                0.39413,                0.93647,                 0.7841,                 0.3511,                0.94356,                0.95896,                0.98126,                 0.9929,                0.87787,                0.51118,                0.31301,                0.84227,                0.53449,                0.19914,                0.84018,              0.0007724,              0.0007724,              0.0007724
                    375,                0.66127,                0.40898,                0.92835,                 0.8083,                0.37861,                0.93558,                0.97468,                0.96413,                0.99199,                0.88134,                0.48805,                0.30894,                0.83868,                0.51909,                0.19893,                0.83658,              0.0007691,              0.0007691,              0.0007691
                    376,                0.64329,                0.40302,                0.93007,                0.74042,                0.35792,                0.93559,                0.95444,                0.97138,                0.99102,                0.88847,                0.47139,                0.30781,                0.83286,                 0.4935,                0.20078,                0.82917,              0.0007658,              0.0007658,              0.0007658
                    377,                0.60854,                0.38664,                0.92392,                0.71738,                0.32103,                0.93875,                0.96529,                0.97325,                 0.9918,                0.88815,                 0.4694,                0.30779,                 0.8325,                0.50308,                0.19879,                0.83095,              0.0007625,              0.0007625,              0.0007625
                    378,                0.62315,                0.39633,                0.93353,                0.72622,                0.34225,                0.94355,                0.97271,                0.95976,                0.99151,                0.88523,                0.48404,                0.31064,                0.83766,                0.51104,                0.20265,                0.83718,              0.0007592,              0.0007592,              0.0007592
                    379,                0.64607,                0.40799,                0.93621,                0.76585,                  0.365,                0.95088,                0.96944,                0.97149,                 0.9925,                0.88499,                0.48357,                0.31005,                0.83935,                0.51554,                0.19648,                0.83927,              0.0007559,              0.0007559,              0.0007559
                    380,                0.65047,                 0.4084,                0.93238,                0.77703,                0.36102,                0.94004,                0.97281,                0.97463,                0.99266,                0.88995,                0.47878,                0.30958,                0.83678,                0.50289,                0.19619,                0.83661,              0.0007526,              0.0007526,              0.0007526
                    381,                 0.6248,                0.40837,                0.93027,                0.73096,                0.35042,                0.93835,                0.96582,                0.96404,                0.99145,                0.88421,                0.48082,                0.31155,                0.83453,                0.50962,                0.20657,                0.83575,              0.0007493,              0.0007493,              0.0007493
                    382,                0.62221,                0.40031,                0.93104,                0.72905,                0.35478,                0.94402,                 0.9647,                0.97025,                0.99178,                0.88641,                 0.4803,                0.30798,                0.83359,                 0.5024,                0.20141,                0.83398,               0.000746,               0.000746,               0.000746
                    383,                0.62453,                0.39576,                0.92893,                0.72417,                0.35797,                0.94078,                 0.9612,                  0.972,                0.99214,                0.89122,                0.47542,                0.30326,                0.83233,                0.49493,                 0.1967,                0.83103,              0.0007427,              0.0007427,              0.0007427
                    384,                0.64572,                0.40334,                0.91848,                0.75807,                 0.3465,                0.93039,                 0.9726,                0.96287,                0.99247,                0.89173,                0.46616,                0.30324,                0.83138,                 0.4915,                0.19442,                0.83093,              0.0007394,              0.0007394,              0.0007394
                    385,                0.60915,                0.38735,                0.91428,                0.72032,                0.33215,                0.92167,                0.97846,                0.96675,                0.99181,                0.88255,                0.47649,                0.30826,                0.83436,                0.50875,                0.20445,                0.83213,              0.0007361,              0.0007361,              0.0007361
                    386,                0.61599,                0.40292,                0.94578,                0.71246,                0.36583,                0.95775,                0.97597,                0.96588,                0.99225,                0.88555,                0.47314,                0.30348,                0.83599,                 0.5003,                0.19656,                0.83105,              0.0007328,              0.0007328,              0.0007328
                    387,                0.64602,                0.40257,                0.93001,                 0.7566,                 0.3471,                0.94201,                0.96818,                0.95801,                0.99134,                0.89042,                0.46442,                 0.3016,                0.83331,                0.48761,                0.20134,                0.82718,              0.0007295,              0.0007295,              0.0007295
                    388,                0.62087,                0.39233,                0.92916,                0.72695,                0.34536,                 0.9407,                0.97166,                0.96001,                0.99166,                0.88607,                 0.4847,                 0.3043,                0.83696,                0.50657,                0.20561,                0.83129,              0.0007262,              0.0007262,              0.0007262
                    389,                0.62707,                0.40355,                0.93742,                0.73351,                0.33939,                 0.9469,                0.96447,                0.97384,                0.99182,                0.88844,                 0.4773,                0.30701,                0.83525,                0.49689,                0.19709,                0.82974,              0.0007229,              0.0007229,              0.0007229
                    390,                0.60923,                0.38557,                0.92399,                0.71285,                0.32662,                0.92847,                0.95571,                0.96938,                0.99092,                0.88605,                0.47203,                 0.3068,                0.83299,                 0.4983,                0.20927,                0.82844,              0.0007196,              0.0007196,              0.0007196
                    391,                0.60769,                 0.3921,                0.92695,                0.70776,                0.33905,                0.93342,                0.96872,                 0.9753,                0.99251,                0.89237,                0.46553,                0.29763,                0.83374,                0.48573,                0.18816,                0.82792,              0.0007163,              0.0007163,              0.0007163
                    392,                0.59136,                0.38234,                0.92549,                0.69279,                0.32739,                0.93797,                0.96707,                0.97632,                0.99239,                0.89138,                0.46615,                0.29938,                0.83544,                0.48609,                0.19264,                0.82974,               0.000713,               0.000713,               0.000713
                    393,                0.64229,                0.39916,                0.93231,                0.74024,                0.33776,                0.94016,                0.97026,                0.97061,                0.99242,                0.88651,                 0.4796,                  0.305,                0.83589,                  0.501,                0.19174,                0.83077,              0.0007097,              0.0007097,              0.0007097
                    394,                0.61552,                0.38764,                0.92601,                0.73541,                0.33264,                0.93598,                0.96944,                0.97137,                0.99217,                0.88003,                0.48315,                0.30664,                0.83675,                0.52167,                0.20114,                0.83334,              0.0007064,              0.0007064,              0.0007064
                    395,                0.62133,                0.39279,                0.93143,                0.72597,                0.34133,                0.93948,                0.97048,                0.97025,                 0.9921,                0.88361,                0.49332,                0.30622,                0.83932,                0.52031,                0.20045,                0.83377,              0.0007031,              0.0007031,              0.0007031
                    396,                0.62224,                0.39774,                0.91917,                0.73155,                0.34432,                0.93743,                0.97039,                0.97725,                0.99274,                0.88992,                0.46846,                 0.3052,                0.83463,                0.49276,                0.18939,                0.82946,              0.0006998,              0.0006998,              0.0006998
                    397,                0.64433,                0.41204,                0.92579,                0.76762,                0.37464,                0.93349,                0.97783,                 0.9648,                0.99213,                0.88359,                0.48321,                0.31046,                0.83576,                0.51311,                0.20237,                0.83298,              0.0006965,              0.0006965,              0.0006965
